Objekt-ID;Art;Geo Point;Bohr-ID;Kanton;Gemeinde bzw. Sektion;Klassifikation;Laufnummer;Laufnummer-Erweiterung;Vollständige Laufnummer;Schrägbohrung (0/1);Bohrjahr;Strasse;Hausummer;Bohransatz-Kote;Oberkante Fels-Kote;Oberkante Fels-Stratigraphie;Sohle-Kote;Kassierdatum einer Bohrung;Im hydrografischen Jahrbuch;ID: Zustand einer Messstelle;Text: Zustand der Bohrung;chemische Untersuchung (ja/nein);Chemische Analyse;Intervall der chemischen Analyse;Terrain-Kote;Geplant (0/1);Rohrdurchmesser;Z-Koordinate vom Top;Z-Koordinate von der Basis;Grundwasserdaten;Flurabstand;Grundwasserspiegel;Datum des Grundwasserstandes;Format des Datums;Datum des Grundwasserstandes;Geo Shape;X-Koordinate;Y-Koordinate;Bohrprofil-Dokument;Situationsplan-Dokument;Bild zur Bohrung
375;Erdwärmebohrungen;47.5732199094789,7.5826145349270435;12088;BS;1;H;4305;;4305;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.582614534927044, 47.5732199094789], ""type"": ""Point""}";2610835;1269178;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4305.pdf;
384;Erdwärmebohrungen;47.57320015053722,7.582665382970878;12091;BS;1;H;4308;;4308;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.582665382970878, 47.57320015053722], ""type"": ""Point""}";2610838;1269176;;;
396;Erdwärmebohrungen;47.573138400589755,7.582708542315243;12095;BS;1;H;4312;;4312;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.582708542315243, 47.573138400589755], ""type"": ""Point""}";2610842;1269169;;;
405;Erdwärmebohrungen;47.57306795748126,7.582945049438123;12098;BS;1;H;4315;;4315;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.582945049438123, 47.57306795748126], ""type"": ""Point""}";2610859;1269162;;;
417;Erdwärmebohrungen;47.57304124021413,7.583022591545742;12102;BS;1;H;4319;;4319;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583022591545742, 47.57304124021413], ""type"": ""Point""}";2610865;1269159;;;
420;Erdwärmebohrungen;47.57299524177233,7.5829101657769975;12103;BS;1;H;4320;;4320;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.582910165776998, 47.57299524177233], ""type"": ""Point""}";2610857;1269153;;;
435;Erdwärmebohrungen;47.57296157967654,7.58300363714475;12108;BS;1;H;4325;;4325;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.58300363714475, 47.57296157967654], ""type"": ""Point""}";2610864;1269150;;;
441;Erdwärmebohrungen;47.5729903438055,7.5830889044824925;12110;BS;1;H;4327;;4327;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583088904482493, 47.5729903438055], ""type"": ""Point""}";2610870;1269153;;;
447;Erdwärmebohrungen;47.572930971157945,7.583027875274532;12112;BS;1;H;4329;;4329;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583027875274532, 47.572930971157945], ""type"": ""Point""}";2610866;1269146;;;
450;Erdwärmebohrungen;47.572945032436024,7.583075358931147;12113;BS;1;H;4330;;4330;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583075358931147, 47.572945032436024], ""type"": ""Point""}";2610869;1269148;;;
462;Erdwärmebohrungen;47.57312479211554,7.5830947170873895;12117;BS;1;H;4334;;4334;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583094717087389, 47.57312479211554], ""type"": ""Point""}";2610871;1269168;;;
465;Erdwärmebohrungen;47.573138315887086,7.583140471762206;12118;BS;1;H;4335;;4335;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583140471762206, 47.573138315887086], ""type"": ""Point""}";2610874;1269169;;;
471;Erdwärmebohrungen;47.57317129226323,7.583237579097833;12120;BS;1;H;4337;;4337;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583237579097833, 47.57317129226323], ""type"": ""Point""}";2610881;1269173;;;
474;Erdwärmebohrungen;47.57318769295674,7.583284139050573;12121;BS;1;H;4338;;4338;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583284139050573, 47.57318769295674], ""type"": ""Point""}";2610885;1269175;;;
477;Erdwärmebohrungen;47.57320067307678,7.583333081993525;12122;BS;1;H;4339;;4339;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583333081993525, 47.57320067307678], ""type"": ""Point""}";2610889;1269176;;;
489;Erdwärmebohrungen;47.57311874861205,7.583181618249866;12126;BS;1;H;4343;;4343;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583181618249866, 47.57311874861205], ""type"": ""Point""}";2610877;1269167;;;
495;Erdwärmebohrungen;47.57314812815364,7.583278184228121;12128;BS;1;H;4345;;4345;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583278184228121, 47.57314812815364], ""type"": ""Point""}";2610885;1269171;;;
510;Erdwärmebohrungen;47.573115572132586,7.583277298648223;12133;BS;1;H;4350;;4350;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583277298648223, 47.573115572132586], ""type"": ""Point""}";2610884;1269167;;;
516;Erdwärmebohrungen;47.57314216570742,7.58337212940478;12135;BS;1;H;4352;;4352;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.58337212940478, 47.57314216570742], ""type"": ""Point""}";2610892;1269170;;;
519;Erdwärmebohrungen;47.57315802408821,7.583420814327346;12136;BS;1;H;4353;;4353;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583420814327346, 47.57315802408821], ""type"": ""Point""}";2610895;1269172;;;
525;Erdwärmebohrungen;47.57306266710589,7.583222665853813;12138;BS;1;H;4355;;4355;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583222665853813, 47.57306266710589], ""type"": ""Point""}";2610880;1269161;;;
531;Erdwärmebohrungen;47.57309276544627,7.5833197653054025;12140;BS;1;H;4357;;4357;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583319765305403, 47.57309276544627], ""type"": ""Point""}";2610888;1269164;;;
534;Erdwärmebohrungen;47.57310898326538,7.583368716943732;12141;BS;1;H;4358;;4358;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583368716943732, 47.57310898326538], ""type"": ""Point""}";2610891;1269166;;;
537;Erdwärmebohrungen;47.573124391305335,7.583417932219601;12142;BS;1;H;4359;;4359;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583417932219601, 47.573124391305335], ""type"": ""Point""}";2610895;1269168;;;
549;Erdwärmebohrungen;47.57305508782614,7.583315011690437;12146;BS;1;H;4363;;4363;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583315011690437, 47.57305508782614], ""type"": ""Point""}";2610887;1269160;;;
555;Erdwärmebohrungen;47.573087344730006,7.583411984130937;12148;BS;1;H;4365;;4365;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583411984130937, 47.573087344730006], ""type"": ""Point""}";2610895;1269164;;;
567;Erdwärmebohrungen;47.573034979385255,7.583357352693539;12152;BS;1;H;4369;;4369;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583357352693539, 47.573034979385255], ""type"": ""Point""}";2610891;1269158;;;
573;Erdwärmebohrungen;47.573054567517055,7.5830817686228835;12154;BS;1;H;4371;;4371;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583081768622884, 47.573054567517055], ""type"": ""Point""}";2610870;1269160;;;
579;Erdwärmebohrungen;47.573031577735755,7.583126892843185;12156;BS;1;H;4373;;4373;0;2012;Fabrikstrrasse / Hüningerstrasse;2/166;;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.583126892843185, 47.573031577735755], ""type"": ""Point""}";2610873;1269158;;;
594;Erdwärmebohrungen;47.57497541486181,7.581566651754903;12308;BS;1;H;4411;;4411;0;2012;Fabrikstrasse;2;244.5;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581566651754903, 47.57497541486181], ""type"": ""Point""}";2610755;1269373;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4411.pdf;
600;Erdwärmebohrungen;47.574940310170255,7.581590613786632;12310;BS;1;H;4413;;4413;0;2012;Fabrikstrasse;2;244.5;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581590613786632, 47.574940310170255], ""type"": ""Point""}";2610757;1269370;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4413.pdf;
603;Erdwärmebohrungen;47.57522839311388,7.581210474354798;12311;BS;1;H;4414;;4414;0;2012;Fabrikstrasse;2;245.39;237.39;Meletta-Schichten;20.39;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581210474354798, 47.57522839311388], ""type"": ""Point""}";2610729;1269402;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4414.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4414.pdf;
609;Erdwärmebohrungen;47.57519508771528,7.581234042820416;12313;BS;1;H;4416;;4416;0;2012;Fabrikstrasse;2;245.41;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581234042820416, 47.57519508771528], ""type"": ""Point""}";2610730;1269398;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4416.pdf;
627;Erdwärmebohrungen;47.575097155616945,7.581300234524161;12319;BS;1;H;4422;;4422;0;2012;Fabrikstrasse;2;245.47;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581300234524161, 47.575097155616945], ""type"": ""Point""}";2610735;1269387;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4422.pdf;
675;Erdwärmebohrungen;47.57479813380692,7.581506103999915;12335;BS;1;H;4438;;4438;0;2012;Fabrikstrasse;2;245.44;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581506103999915, 47.57479813380692], ""type"": ""Point""}";2610751;1269354;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4438.pdf;
678;Erdwärmebohrungen;47.57479357950732,7.581553007487294;12336;BS;1;H;4439;;4439;0;2012;Fabrikstrasse;2;245.42;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581553007487294, 47.57479357950732], ""type"": ""Point""}";2610754;1269353;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4439.pdf;
681;Erdwärmebohrungen;47.57476618227428,7.581525688545785;12337;BS;1;H;4440;;4440;0;2012;Fabrikstrasse;2;245.42;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581525688545785, 47.57476618227428], ""type"": ""Point""}";2610752;1269350;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4440.pdf;
684;Erdwärmebohrungen;47.57476225915059,7.581571264637412;12338;BS;1;H;4441;;4441;0;2012;Fabrikstrasse;2;245.41;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581571264637412, 47.57476225915059], ""type"": ""Point""}";2610756;1269350;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4441.pdf;
687;Erdwärmebohrungen;47.57473315654873,7.581541150125515;12339;BS;1;H;4442;;4442;0;2012;Fabrikstrasse;2;245.4;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.581541150125515, 47.57473315654873], ""type"": ""Point""}";2610754;1269347;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4442.pdf;
702;Erdwärmebohrungen;47.57480565287823,7.578942242044322;12493;BS;1;H;4523;;4523;0;;Fabrikstr.;2;248.27;;;;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.578942242044322, 47.57480565287823], ""type"": ""Point""}";2610558;1269354;;;
705;geplante Bohrung;47.57592914410008,7.579909443722197;14462;BS;1;H;5392;;5392;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.579909443722197, 47.57592914410008], ""type"": ""Point""}";2610631;1269479;;;
711;geplante Bohrung;47.57596686126714,7.58003009150594;14464;BS;1;H;5394;;5394;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.58003009150594, 47.57596686126714], ""type"": ""Point""}";2610640;1269483;;;
717;geplante Bohrung;47.576004578308016,7.580150739461226;14466;BS;1;H;5396;;5396;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580150739461226, 47.576004578308016], ""type"": ""Point""}";2610649;1269488;;;
720;geplante Bohrung;47.57602339189361,7.580210996929895;14467;BS;1;H;5397;;5397;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580210996929895, 47.57602339189361], ""type"": ""Point""}";2610653;1269490;;;
726;geplante Bohrung;47.576061108583836,7.580331778050686;14469;BS;1;H;5399;;5399;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580331778050686, 47.576061108583836], ""type"": ""Point""}";2610662;1269494;;;
729;geplante Bohrung;47.57596991925296,7.579881507872191;14470;BS;1;H;5400;;5400;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.579881507872191, 47.57596991925296], ""type"": ""Point""}";2610628;1269484;;;
744;geplante Bohrung;47.57606425689291,7.580183194408707;14475;BS;1;H;5405;;5405;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580183194408707, 47.57606425689291], ""type"": ""Point""}";2610651;1269494;;;
747;geplante Bohrung;47.57608307029985,7.580243584865048;14476;BS;1;H;5406;;5406;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580243584865048, 47.57608307029985], ""type"": ""Point""}";2610656;1269496;;;
750;geplante Bohrung;47.576101883836614,7.580303842455793;14477;BS;1;H;5407;;5407;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580303842455793, 47.576101883836614], ""type"": ""Point""}";2610660;1269499;;;
753;geplante Bohrung;47.57601078417403,7.5798537051252195;14478;BS;1;H;5408;;5408;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.579853705125219, 47.57601078417403], ""type"": ""Point""}";2610626;1269488;;;
759;geplante Bohrung;47.576048501397985,7.579974353054992;14480;BS;1;H;5410;;5410;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.579974353054992, 47.576048501397985], ""type"": ""Point""}";2610635;1269493;;;
768;geplante Bohrung;47.576105031948536,7.5801553916063895;14483;BS;1;H;5413;;5413;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.58015539160639, 47.576105031948536], ""type"": ""Point""}";2610649;1269499;;;
783;geplante Bohrung;47.57608927656472,7.57994641719203;14488;BS;1;H;5418;;5418;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.57994641719203, 47.57608927656472], ""type"": ""Point""}";2610633;1269497;;;
789;geplante Bohrung;47.57612699352991,7.580067198274712;14490;BS;1;H;5420;;5420;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580067198274712, 47.57612699352991], ""type"": ""Point""}";2610642;1269501;;;
792;geplante Bohrung;47.57614589306403,7.580130778804489;14491;BS;1;H;5421;;5421;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580130778804489, 47.57614589306403], ""type"": ""Point""}";2610647;1269503;;;
795;geplante Bohrung;47.57616471052996,7.580187846620554;14492;BS;1;H;5422;;5422;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580187846620554, 47.57616471052996], ""type"": ""Point""}";2610651;1269505;;;
807;geplante Bohrung;47.57613014149956,7.579918614432504;14496;BS;1;H;5426;;5426;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.579918614432504, 47.57613014149956], ""type"": ""Point""}";2610631;1269502;;;
810;geplante Bohrung;47.576148955205014,7.579978871961471;14497;BS;1;H;5427;;5427;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.579978871961471, 47.576148955205014], ""type"": ""Point""}";2610636;1269504;;;
816;geplante Bohrung;47.57618667213555,7.5800996532031055;14499;BS;1;H;5429;;5429;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580099653203106, 47.57618667213555], ""type"": ""Point""}";2610645;1269508;;;
837;geplante Bohrung;47.57620863367386,7.580011459712631;14506;BS;1;H;5436;;5436;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580011459712631, 47.57620863367386], ""type"": ""Point""}";2610638;1269510;;;
840;geplante Bohrung;47.576227537266874,7.58007171760184;14507;BS;1;H;5437;;5437;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.58007171760184, 47.576227537266874], ""type"": ""Point""}";2610643;1269512;;;
843;geplante Bohrung;47.576246350730784,7.580132108204521;14508;BS;1;H;5438;;5438;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580132108204521, 47.576246350730784], ""type"": ""Point""}";2610647;1269515;;;
846;geplante Bohrung;47.5761740642341,7.579742227416598;14509;BS;1;H;5439;;5439;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.579742227416598, 47.5761740642341], ""type"": ""Point""}";2610618;1269506;;;
864;geplante Bohrung;47.57607992207491,7.580392035647762;14515;BS;1;H;5445;;5445;0;;Hüningerstrasse;101;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.580392035647762, 47.57607992207491], ""type"": ""Point""}";2610667;1269496;;;
867;Erdwärmebohrungen;47.57156358752265,7.582724228901391;17373;BS;1;H;6341;;6341;0;2020;St. Johanns-Hafen-Weg;5;254.43;;;34.43;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.582724228901391, 47.57156358752265], ""type"": ""Point""}";2610843;1268994;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_6341.pdf;
879;Erdwärmebohrungen;47.57157953226495,7.582921491856688;17377;BS;1;H;6345;;6345;0;2020;St. Johanns-Hafen-Weg;5;254.84;;;34.84;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.582921491856688, 47.57157953226495], ""type"": ""Point""}";2610858;1268996;;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_6345.pdf;
888;Erdwärmebohrungen;47.571520646572615,7.582757470300013;17380;BS;1;H;6348;;6348;0;2020;St. Johanns-Hafen-Weg;5;254.69;230.69;Meletta-Schichten;34.69;;0;;-;0;;;0.0;0;;;;0;;;;;;"{""coordinates"": [7.582757470300013, 47.571520646572615], ""type"": ""Point""}";2610846;1268989;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_6348.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_6348.pdf;
891;geplante Bohrung;47.56646785623914,7.5685532119152565;18169;BS;1;H;6771;;6771;0;;Glaserbergstr.;44;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.568553211915257, 47.56646785623914], ""type"": ""Point""}";2609778;1268426;;;
906;geplante Bohrung;47.56747378806301,7.56320296037355;18742;BS;1;H;7065;;7065;0;;Burgfelderstr.;216;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.56320296037355, 47.56747378806301], ""type"": ""Point""}";2609375;1268537;;;
912;geplante Bohrung;47.567437728267585,7.56328260862875;18744;BS;1;H;7067;;7067;0;;Burgfelderstr.;216;;;;;;0;;-;0;;;0.0;1;;;;0;;;;;;"{""coordinates"": [7.56328260862875, 47.567437728267585], ""type"": ""Point""}";2609381;1268533;;;
933;Sondierbohrung;47.56810246067912,7.564531718014987;10971;BS;1;J;4029;;4029;0;2009;Bungestr.;;268.27;245.07;Meletta-Schichten;244.37;;0;;-;0;;;0.0;0;;268.27;244.37;1;;249.77;2009-12-10T00:00:00;dd.mm.yyyy;10.12.2009;"{""coordinates"": [7.564531718014987, 47.56810246067912], ""type"": ""Point""}";2609475;1268607;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_4029.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_4029.pdf;
942;Bohrungen verrohrt (ø < 200mm);47.563408146176364,7.576208528889408;6036;BS;1;J;707;;707;0;1977;St.Johanns-Ring;102;267.68;247.28;Meletta-Schichten;246.28;;0;101;messbar;0;;;267.68;0;100;267.28;246.28;1;16.700000000000017;250.98;1977-01-21T00:00:00;dd.mm.yyyy;21.01.1977;"{""coordinates"": [7.576208528889408, 47.563408146176364], ""type"": ""Point""}";2610354;1268087;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_0707.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_0707.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/foto_0707_2011_01.jpg
948;Sondierbohrung;47.56034874665716,7.587913356556373;5712;BS;1;L;3023;;3023;0;1955;Blumenrain;8;244.95;242.9;Meletta-Schichten;240.85;;0;;-;0;;;245.3;0;;245.3;240.9;0;;;;;;"{""coordinates"": [7.587913356556373, 47.56034874665716], ""type"": ""Point""}";2611236;1267748;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/Bohrprofil_3023.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_3023.pdf;
1503;Bohrungen verrohrt (kassiert);47.561712466471064,7.580270071328268;9217;BS;1;R;1720;;1720;0;2000;Klingelbergstr.;27;265.38;250.48;Meletta-Schichten;249.38;;0;203;kassiert;0;;;265.38;0;;;;1;13.150000000000006;252.23;2000-09-29T00:00:00;dd.mm.yyyy;29.09.2000;"{""coordinates"": [7.580270071328268, 47.561712466471064], ""type"": ""Point""}";2610660;1267899;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1720.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1720.pdf;
1506;Bohrungen verrohrt (ø < 200mm);47.570234768143095,7.577385475310233;9086;BS;1;R;1721;;1721;0;1999;Wattstr.;27;257.65;236.75;Meletta-Schichten;235.65;;1;101;messbar;0;;;257.64;0;114;257.65;235.65;1;12.0;245.64;1999-11-04T00:00:00;dd.mm.yyyy;04.11.1999;"{""coordinates"": [7.577385475310233, 47.570234768143095], ""type"": ""Point""}";2610442;1268846;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1721.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1721.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/_foto_internet_1721.jpg
1509;Bohrungen verrohrt (ø < 200mm);47.56917697435872,7.575214337640071;9087;BS;1;R;1722;;1722;0;1999;Gasstr.;55;257.87;;;239.37;;0;101;messbar;0;;;257.87;0;114;257.67;239.87;1;11.719999999999999;246.15;1999-11-10T00:00:00;dd.mm.yyyy;10.11.1999;"{""coordinates"": [7.575214337640071, 47.56917697435872], ""type"": ""Point""}";2610279;1268728;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1722.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1722.jpg;
1512;Bohrungen verrohrt (ø < 200mm);47.570472588425545,7.575458853410958;9088;BS;1;R;1723;;1723;0;1999;Lothringerstr.;112/11;258.52;236.92;Meletta-Schichten;236.02;;1;101;messbar;0;;;258.52;0;114;258.39;236.52;1;12.539999999999992;245.98;1999-11-10T00:00:00;dd.mm.yyyy;10.11.1999;"{""coordinates"": [7.575458853410958, 47.570472588425545], ""type"": ""Point""}";2610297;1268872;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/profil_1723.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/situation_1723.pdf;https://map.geo.bs.ch/file_proxy/BK_Erdwaermebohrung/_foto_internet_1723.jpg
